id,section,subsection,title,details,price_crc,price_text,tags,url,contact_value,channel_number,locale,version
3937731c-1ce1-410f-a33b-83f57bd0b68f,IPTV,Canales,MIMUSICA Romantica,Canal disponible en la grilla IPTV: MIMUSICA Romantica.,,,"canal, iptv, musica",,,57,es_CR,v1.3
2c28ef52-8f32-4722-a32b-6d69e24b8c31,IPTV,Canales,Urbano,Canal disponible en la grilla IPTV: Urbano.,,,"canal, iptv, musica",,,58,es_CR,v1.3
3990b152-f925-4063-8990-1ece06fd9feb,IPTV,Canales,SOY,Canal disponible en la grilla IPTV: SOY.,,,"canal, iptv",,,59,es_CR,v1.3
87f0e581-c06d-4db5-85b6-652ddb7ba2a4,IPTV,Canales,VM Latino,Canal disponible en la grilla IPTV: VM Latino.,,,"canal, iptv, musica",,,60,es_CR,v1.3
b836635d-597b-42f3-b5e2-89d395ff03b5,IPTV,Canales,Vintage Music,Canal disponible en la grilla IPTV: Vintage Music.,,,"canal, iptv, musica",,,61,es_CR,v1.3
80cf92c8-7fa8-4849-8d27-b6c3adb564ac,IPTV,Canales,MIMUSICA Hits,Canal disponible en la grilla IPTV: MIMUSICA Hits.,,,"canal, iptv, musica",,,62,es_CR,v1.3
68ad714d-1d01-4f1d-bc15-038a204d381c,IPTV,Canales,TeleHIT,Canal disponible en la grilla IPTV: TeleHIT.,,,"canal, iptv, musica",,,63,es_CR,v1.3
114b39fe-f6ba-46cc-b5fe-41f400c187be,IPTV,Canales,Telehit Musica,Canal disponible en la grilla IPTV: Telehit Musica.,,,"canal, iptv, musica",,,64,es_CR,v1.3
321e6de9-488d-40c7-b097-ae35f70f775d,IPTV,Canales,MTV,Canal disponible en la grilla IPTV: MTV.,,,"canal, iptv, musica",,,65,es_CR,v1.3
3afe5e28-fe96-4f5a-9921-62f1690d89a3,IPTV,Canales,MTV00s,Canal disponible en la grilla IPTV: MTV00s.,,,"canal, iptv, musica",,,66,es_CR,v1.3
b7029ba0-0ae0-4572-8df7-165a3d05b401,IPTV,Canales,XM TV,Canal disponible en la grilla IPTV: XM TV.,,,"canal, iptv",,,67,es_CR,v1.3
21421ea7-cd06-4dcf-81c1-cd942b7de46a,IPTV,Canales,Bandamax Lat,Canal disponible en la grilla IPTV: Bandamax Lat.,,,"canal, iptv, musica",,,68,es_CR,v1.3
1662dfb6-3b21-437f-b151-03acde90ef28,IPTV,Canales,FUTV,Canal disponible en la grilla IPTV: FUTV.,,,"canal, deportes, iptv",,,69,es_CR,v1.3
f945e3ff-fe8b-40de-abe2-7a2b6abe5826,IPTV,Canales,Tigo Sports,Canal disponible en la grilla IPTV: Tigo Sports.,,,"canal, deportes, iptv",,,70,es_CR,v1.3
ef2c0795-d1dc-4082-8db1-b1b062429a7b,IPTV,Canales,TDMAS,Canal disponible en la grilla IPTV: TDMAS.,,,"canal, deportes, iptv",,,71,es_CR,v1.3
94af369f-84e3-4589-9a06-862860f838c7,IPTV,Canales,TDMAS 2,Canal disponible en la grilla IPTV: TDMAS 2.,,,"canal, deportes, iptv",,,72,es_CR,v1.3
3284bb32-709c-46f4-87a0-c41e1464456e,IPTV,Canales,Claro Sports,Canal disponible en la grilla IPTV: Claro Sports.,,,"canal, deportes, iptv",,,73,es_CR,v1.3
1755e0b5-c030-48ae-a3ad-69c60a71dbe1,IPTV,Canales,TUDN,Canal disponible en la grilla IPTV: TUDN.,,,"canal, deportes, iptv",,,74,es_CR,v1.3
5ac8e375-07a3-4d62-bf2c-daa472e2f76f,IPTV,Canales,ESPN 1,Canal disponible en la grilla IPTV: ESPN 1.,,,"canal, deportes, iptv",,,75,es_CR,v1.3
5a6b54c6-9f21-47ae-8c5d-772a23cc4806,IPTV,Canales,ESPN 2,Canal disponible en la grilla IPTV: ESPN 2.,,,"canal, deportes, iptv",,,76,es_CR,v1.3
1b5b7155-19a8-4044-848a-f0b68239c6ef,IPTV,Canales,ESPN 3,Canal disponible en la grilla IPTV: ESPN 3.,,,"canal, deportes, iptv",,,77,es_CR,v1.3
b32d59c7-140c-4431-8c22-5f73f563f843,IPTV,Canales,ESPN 4,Canal disponible en la grilla IPTV: ESPN 4.,,,"canal, deportes, iptv",,,78,es_CR,v1.3
ee8e8b97-c761-46b0-99f3-d4a410a680c1,IPTV,Canales,ESPN 5,Canal disponible en la grilla IPTV: ESPN 5.,,,"canal, deportes, iptv",,,79,es_CR,v1.3
6db7c406-3b17-4ff5-a115-7d418979cf57,IPTV,Canales,ESPN 6,Canal disponible en la grilla IPTV: ESPN 6.,,,"canal, deportes, iptv",,,80,es_CR,v1.3
5f981c6a-f715-4edf-9f60-3a86eaf48836,IPTV,Canales,Dw - Español,Canal disponible en la grilla IPTV: Dw - Español.,,,"canal, iptv, noticias",,,81,es_CR,v1.3
505a43d5-a664-4452-afb3-46f30fa8cc84,IPTV,Canales,Enlace,Canal disponible en la grilla IPTV: Enlace.,,,"canal, iptv",,,82,es_CR,v1.3
21a0c80a-a9d9-450e-a3a7-0c5ad81a3174,IPTV,Canales,Enlace +,Canal disponible en la grilla IPTV: Enlace +.,,,"canal, iptv",,,83,es_CR,v1.3
2ff936ac-f9d5-45a2-b8d7-06fe01c5dd70,IPTV,Canales,Telefides,Canal disponible en la grilla IPTV: Telefides.,,,"canal, iptv",,,84,es_CR,v1.3
3617a500-3709-47eb-b418-e9e22617d727,IPTV,Canales,EJTV,Canal disponible en la grilla IPTV: EJTV.,,,"canal, iptv",,,85,es_CR,v1.3
2040ac42-c6c9-4272-95d6-bef0ed5cea02,IPTV,Canales,CNN Español,Canal disponible en la grilla IPTV: CNN Español.,,,"canal, iptv, noticias",,,86,es_CR,v1.3
bbf77bcb-253d-4361-b539-5217e781ef98,IPTV,Canales,CNN,Canal disponible en la grilla IPTV: CNN.,,,"canal, iptv, noticias",,,87,es_CR,v1.3
da1ae04f-1dc4-4750-b972-1a9906a304ee,IPTV,Canales,Bloomberg,Canal disponible en la grilla IPTV: Bloomberg.,,,"canal, iptv, noticias",,,88,es_CR,v1.3
8df99594-4ba8-4268-b35b-065657610c1e,IPTV,FAQ,¿Cuántos canales tiene el IPTV?,El servicio IPTV ofrece 88 canales. Consulta la 'Lista de canales' para verlos todos.,,,"iptv, faq, cantidad",,,,es_CR,v1.3
6268d7f3-add0-4b71-8dec-821a66f10d8f,IPTV,FAQ,¿Cuáles son los canales disponibles en IPTV?,"La grilla incluye 88 canales con cine, deportes, noticias, infantiles y música. Refiérete a la sección 'IPTV > Canales' para la lista completa.",,,"iptv, faq, listado",,,,es_CR,v1.3
96923166-5575-4747-a992-3eae1dc3e6f0,Notas,Disclaimers,Disponibilidad y cambios,La disponibilidad depende de cobertura y evaluación técnica. Precios y promociones pueden variar. La lista de canales IPTV está sujeta a cambios por acuerdos de programación.,,,"disclaimer, cobertura, canales, precios",,,,es_CR,v1.3
